Date,Symbol,Company Name,Type,Split Ratio
"Dec 31, 2018",QIPT,Quipt Home Medical Corp,Reverse,1 for 5
"Dec 31, 2018",EGO,Eldorado Gold Corp,Reverse,1 for 5
"Dec 31, 2018",ATXS,Astria Therapeutics Inc,Reverse,1 for 10
"Dec 28, 2018",CSR,Centerspace,Reverse,1 for 10
"Dec 24, 2018",CEIN,Camber Energy Inc,Reverse,1 for 25
"Dec 19, 2018",EPSN,Epsilon Energy Ltd.,Reverse,1 for 2
"Dec 17, 2018",PLG,Platinum Group Metals Ltd.,Reverse,1 for 10
"Dec 14, 2018",CRVO,Cervomed Inc,Reverse,1 for 15
"Dec 13, 2018",SRC,Spirit Realty Capital Inc,Reverse,1 for 5
"Dec 10, 2018",TPST,Tempest Therapeutics Inc,Reverse,1 for 15
"Dec 4, 2018",SSNYQ,Samson Oil & Gas Ltd.,Reverse,1 for 10
"Dec 3, 2018",MFIC,Midcap Financial Investment Corp,Reverse,1 for 3
"Nov 28, 2018",TNXP,Tonix Pharmaceuticals Holding Corp,Reverse,1 for 10
"Nov 27, 2018",TRI,Thomson Reuters Corp,Reverse,1 for 1.1
"Nov 16, 2018",SPIEF,Spi Energy Co Ltd.,Reverse,1 for 10
"Nov 15, 2018",CREX,Creative Realities Inc,Reverse,1 for 30
"Nov 8, 2018",QCLS,Q/c Technologies Inc,Reverse,1 for 8
"Nov 6, 2018",ANY,Sphere 3d Corp,Reverse,1 for 8
"Nov 2, 2018",XTIA,Xti Aerospace Inc,Reverse,1 for 40
"Nov 2, 2018",IMOS,Chipmos Technologies Inc,Reverse,1 for 1.18
"Oct 30, 2018",GSS,Golden Star Resources Ltd.,Reverse,1 for 5
"Oct 24, 2018",AMTBB,Amerant Bancorp Inc,Reverse,1 for 3
"Oct 24, 2018",AMTB,Amerant Bancorp Inc,Reverse,1 for 3
"Oct 16, 2018",ARAV,Aravive Inc,Reverse,1 for 6
"Oct 15, 2018",YVRLF,Liquid Media Group Ltd.,Reverse,1 for 5
"Oct 15, 2018",GLBS,Globus Maritime Ltd.,Reverse,1 for 10
"Oct 11, 2018",COOP,Mr Cooper Group Inc,Reverse,1 for 12
"Oct 4, 2018",RGLS,Regulus Therapeutics Inc,Reverse,1 for 12
"Oct 1, 2018",PLAG,Planet Green Holdings Corp,Reverse,1 for 25
"Oct 1, 2018",NEON,Neonode Inc,Reverse,1 for 10
"Sep 26, 2018",TRAW,Traws Pharma Inc,Reverse,1 for 15
"Sep 24, 2018",CDTI,Cdti Advanced Materials Inc,Reverse,1 for 5
"Sep 21, 2018",NVCN,Neovasc Inc,Reverse,1 for 100
"Sep 17, 2018",SAEXQ,Saexploration Holdings Inc,Reverse,1 for 20
"Sep 14, 2018",IPCIF,Intellipharmaceutics International Inc,Reverse,1 for 10
"Sep 14, 2018",ALT,Altimmune Inc,Reverse,1 for 30
"Sep 11, 2018",VVUSQ,Vivus Inc,Reverse,1 for 10
"Sep 11, 2018",STEX,Streamex Corp,Reverse,1 for 2.5
"Sep 10, 2018",JONEQ,Jones Energy Inc,Reverse,1 for 20
"Sep 5, 2018",MBOT,Microbot Medical Inc,Reverse,1 for 15
"Aug 27, 2018",PERI,Perion Network Ltd.,Reverse,1 for 3
"Aug 23, 2018",IPAS,Ipass Inc,Reverse,1 for 10
"Aug 21, 2018",CFBK,Cf Bankshares Inc,Reverse,1 for 5.5
"Aug 13, 2018",TOVX,Theriva Biologics Inc,Reverse,1 for 35
"Aug 13, 2018",AYTU,Aytu Biopharma Inc,Reverse,1 for 20
"Jul 31, 2018",MFH,Mercurity Fintech Holding Inc,Reverse,1 for 10
"Jul 30, 2018",ACGN,Aceragen Inc,Reverse,1 for 8
"Jul 27, 2018",PKDSQ,Parker Drilling Co.,Reverse,1 for 15
"Jul 25, 2018",HMNY,Helios & Matheson Analytics Inc,Reverse,1 for 250
"Jul 24, 2018",CLRD,Clearday Inc,Reverse,1 for 10
"Jul 24, 2018",BBLG,Bone Biologics Corp,Reverse,1 for 10
"Jul 23, 2018",ASTI,Ascent Solar Technologies Inc,Reverse,"1 for 1,000"
"Jul 17, 2018",CLRB,Cellectar Biosciences Inc,Reverse,1 for 10
"Jul 16, 2018",XYLO,Xylo Technologies Ltd.,Reverse,1 for 4
"Jul 16, 2018",SPB,Spectrum Brands Holdings Inc,Reverse,1 for 6.2
"Jul 10, 2018",SEED,Origin Agritech Ltd.,Reverse,1 for 10
"Jul 10, 2018",BIOCQ,Biocept Inc,Reverse,1 for 30
"Jul 9, 2018",KOAN,Resonate Blends Inc,Reverse,"1 for 1,000"
"Jun 28, 2018",CUEN,Cuentas Inc,Reverse,1 for 300.3
"Jun 11, 2018",IBIO,Ibio Inc,Reverse,1 for 10
"Jun 4, 2018",GEVO,Gevo Inc,Reverse,1 for 20
"Jun 4, 2018",CRDF,Cardiff Oncology Inc,Reverse,1 for 12
"Jun 4, 2018",ALBY,Community Capital Bancshares Inc,Reverse,1 for 5
"Jun 1, 2018",JAGX,Jaguar Health Inc,Reverse,1 for 15
"May 30, 2018",CRIS,Curis Inc,Reverse,1 for 5
